h3,population,Intensity,population_class,colors
88398c180bfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839886d51fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c1801fffff,267.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c15adfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c15a5fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c1523fffff,33.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839886d4bfffff,26.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c1507fffff,4.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c11e9fffff,129.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c11a9fffff,41.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7b43fffff,39.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7b23fffff,9.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7b09fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f5dfffff,18.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c1039fffff,39.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7ae3fffff,36.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7ae1fffff,146.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7ad7fffff,16.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f65fffff,44.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f59fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7ad3fffff,20.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0f5bfffff,428.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f59fffff,37.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f57fffff,169.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f49fffff,25.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7abdfffff,990.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f4dfffff,41.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7aadfffff,156.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f43fffff,38.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f47fffff,5143.0,IV (Light),5000 - 10000,"(0.8815301806997309, 0.6392233756247596, 0.6153248750480584, 1.0)"
88398c0f41fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7a89fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7a85fffff,2044.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c7a6bfffff,46.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f45fffff,436.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f21fffff,464.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0f1dfffff,280.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7a3bfffff,34.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7a2bfffff,678.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7a29fffff,799.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f43fffff,1285.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c0f11fffff,235.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c79ebfffff,7.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c79e5fffff,3094.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c79b9fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0ed7fffff,18.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0ed5fffff,56.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f39fffff,70.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c798dfffff,175.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c798bfffff,1310.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c0ec7fffff,1675.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
8839884f2bfffff,174.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0ec5fffff,756.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0ec1fffff,2563.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c7981fffff,925.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0eb7fffff,246.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7899fffff,9.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0e8dfffff,35.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f29fffff,316.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7763fffff,3.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0e8bfffff,19.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c775bfffff,12.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0e87fffff,55.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f25fffff,35.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c7753fffff,131.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c7747fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c7741fffff,504.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0e61fffff,154.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0e5dfffff,640.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7735fffff,802.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839884f21fffff,140.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7723fffff,11.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0e39fffff,93.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7707fffff,15.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0e35fffff,139.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0e31fffff,6.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f0dfffff,96.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0e0dfffff,70.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0e05fffff,18.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f09fffff,3651.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c0debfffff,57.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0dc5fffff,118.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0dc1fffff,22.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0dadfffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c765dfffff,69.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7657fffff,6.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0d9bfffff,198.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f05fffff,150.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0d8dfffff,8.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c763dfffff,14.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0d6dfffff,12.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0d6bfffff,130.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0d69fffff,23.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839884f03fffff,528.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c7619fffff,1546.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c0d5dfffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c7611fffff,51.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884f01fffff,1354.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c760bfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0d49fffff,356.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0d47fffff,2282.0,II - III (Weak),1000 - 5000,"(0.9308496732026144, 0.8300192233756247, 0.8026912725874664, 1.0)"
88398c0d43fffff,137.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c75e1fffff,273.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c75cdfffff,27.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839884b3bfffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c75c5fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0d31fffff,80.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c75b9fffff,1790.0,II - III (Weak),1000 - 5000,"(0.9308496732026144, 0.8300192233756247, 0.8026912725874664, 1.0)"
88398c75b3fffff,13.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839884b33fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0cd9fffff,56.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398c0cd3fffff,9.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884b27fffff,5.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884abbfffff,30.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884ab3fffff,52.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398eb533fffff,2362.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
88398c751dfffff,39.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398c0c83fffff,351.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398eb255fffff,916.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839883ad3fffff,373.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839883ad1fffff,534.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398839bdfffff,317.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398839b7fffff,455.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398839a9fffff,282.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398839a3fffff,1500.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
883988372bfffff,61.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398832d7fffff,95.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398832d5fffff,13.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398832b7fffff,58.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839883299fffff,64.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839884aa5fffff,444.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882b49fffff,265.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882b17fffff,140.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882b15fffff,473.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882b11fffff,199.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882b0dfffff,4720.0,IV (Light),1000 - 5000,"(0.8835524798154557, 0.7985236447520183, 0.7869434832756632, 1.0)"
8839882ae3fffff,3.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882a67fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839884a93fffff,190.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882189fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839884a91fffff,286.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839882181fffff,3.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839882063fffff,459.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398849ebfffff,5.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398849d1fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
883981276bfffff,421.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812769fffff,142.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812747fffff,22.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812745fffff,107.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
883981270dfffff,122.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398849cbfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
883981270bfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812709fffff,11.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812701fffff,26.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398126bbfffff,82.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812697fffff,59.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398849c7fffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812695fffff,20.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812693fffff,2.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398125edfffff,117.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398849b1fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398125e9fffff,9.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125e7fffff,247.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125e5fffff,163.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125e1fffff,14.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125ddfffff,39.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398125d7fffff,18.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125d5fffff,62.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125cbfffff,61.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398849abfffff,3.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
88398125bbfffff,25.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125b7fffff,31.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
883988499bfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
88398125b3fffff,1.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
88398125adfffff,1.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
883981259dfffff,32.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812599fffff,74.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812591fffff,1.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812589fffff,9.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839884993fffff,1.0,II - III (Weak),0 - 1000,"(0.936639753940792, 0.9420376778162245, 0.9553325643983084, 1.0)"
8839812583fffff,2.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
883981253bfffff,79.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812539fffff,41.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839884985fffff,4.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812537fffff,2282.0,V (Moderate),1000 - 5000,"(0.8055517108804306, 0.7651057285659362, 0.7596616685890043, 1.0)"
8839812535fffff,6.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812533fffff,78.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812531fffff,14.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812527fffff,2.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
883988496dfffff,1.0,IV (Light),0 - 1000,"(0.8893425605536333, 0.9105420991926182, 0.9395847750865052, 1.0)"
8839812523fffff,4.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
8839812521fffff,1.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
883981251bfffff,31.0,V (Moderate),0 - 1000,"(0.8113417916186083, 0.8771241830065359, 0.9123029603998463, 1.0)"
